One ^cd1++++=One
limited ^vbd+++xvbn+=limited.
. ^zz++++=EXTRAWORD
The ^ati++++=The
primary ^jj+atrb+++=primary
foci ^nns++++=foci
of ^in++++=of
studies ^nns++++=studies
with ^in++++=with
Black ^jj+atrb+++=Black
speakers ^nns++++=speakers
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
investigated ^vprf+++xvbnx+=investigated
intonational ^nn+++??+=intonational
variables ^nns++++=variables
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
ethnic ^nn+++??+=ethnic
identification ^nn++++=identification
tasks ^nns++++=tasks
and ^cc++++=and
comparisons ^nns++++=comparisons
between ^in++++=between
the ^ati++++=the
systems ^nns++++=systems
of ^in++++=of
Aal ^np+++??+=AAL
and ^cc++++=and
Muse ^nn++++=MUSE.
. ^zz++++=EXTRAWORD
From ^in++++=From
this ^dt+dem+++=this
work ^nn++++=work,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
listeners ^nns++++=listeners
are ^vb+ber+vrb++=are
sensitive ^jj+pred+++=sensitive
to ^in++++=to
ethnolinguistic ^jj+atrb++??+=ethnolinguistic
variation ^nn++++=variation,
, ^zz++++=EXTRAWORD
including ^in++++=including
in ^in++++=in
the ^ati++++=the
realm ^nn++++=realm
of ^in++++=of
intonation ^nn++++=intonation,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
makes ^vbz++++=makes
such ^abl++++=such
variables ^nns++++=variables
important ^jj++++=important
in ^in++++=in
understanding ^xvbg+++xvbg+=understanding
linguistic ^jj+atrb+++=linguistic
profiling ^nn+++??+=profiling
and ^cc++++=and
discrimination ^nn++++=discrimination.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
differences ^nns++++=differences
in ^in++++=in
production ^nn++++=production
require ^vb+vsua+++=require
further ^jjb+atrb+++=further
explanation ^nn++++=explanation
( ^zz++++=(
Thomas ^np++++=Thomas
& ^zz++++=&
Reaser ^np+++??+=Reaser
2004 ^cd++++=2004
; ^zz++++=;
Thomas ^np++++=Thomas
2015 ^cd++++=2015
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
current ^jj+atrb+++=current
study ^nn++++=study
begins ^vbz++++=begins
to ^to++++=to
address ^vbi++++=address
this ^dt+dem+++=this
gap ^nn++++=gap
by ^in++++=by
examining ^xvbg+++xvbg+=examining
how ^wrb+who+++=how
intonational ^jj+atrb++??+=intonational
variation ^nn++++=variation
is ^vbz+bez+aux++=is
conditioned ^vpsv++by+xvbnx+=conditioned
by ^in++++=by
audience ^nn++++=audience
and ^cc++++=and
referee ^nn++++=referee
design ^nn++++=design
phenomena ^nns++++=phenomena
in ^in++++=in
the ^ati++++=the
speech ^nn++++=speech
of ^in++++=of
bwi ^np++++=BWI
speakers ^nns++++=speakers
in ^in++++=in
specific ^jj+atrb+++=specific
narrative ^nn++++=narrative
contexts ^nns++++=contexts.
. ^zz++++=EXTRAWORD
